userId,movieId,rating,timestamp,label
428,1876,4.0,1105416660,1
224,3105,4.5,1390064650,1
385,7348,5.0,1094777604,1
661,104,3.0,866410051,0
310,3160,3.5,1092226966,0
28,260,5.0,884098038,1
114,4878,3.5,1452130462,0
469,1177,3.0,865437501,0
71,2288,4.0,1063749652,1
451,173,2.5,1131346437,0
607,1711,4.0,983518391,1
241,6880,0.5,1446919001,0
69,1527,5.0,1121284845,1
164,91485,4.0,1440812212,1
475,4065,3.0,1384799922,0
354,2959,4.0,965328674,1
354,3502,3.0,1017843538,0
549,5954,3.5,1216529726,0
232,44729,3.5,1277413420,0
607,1211,4.0,974790941,1
461,368,4.0,1242374409,1
468,3719,4.0,965671749,1
586,3037,4.0,1397071113,1
90,3973,1.0,974602850,0
352,5163,1.0,1047707662,0
668,7010,3.5,1276941677,0
575,40629,3.0,1153148662,0
600,2085,4.0,1018672920,1
266,736,5.0,841655751,1
668,6281,2.5,1063497204,0
130,1396,3.0,1017009752,0
510,1405,4.0,1217320099,1
627,26400,3.0,1237937884,0
579,608,4.0,881064399,1
32,1208,5.0,903226703,1
235,3301,2.0,956094198,0
44,1215,3.0,1225237688,0
544,1393,4.0,945032514,1
502,1917,4.0,1062968248,1
87,48142,2.0,1173622726,0
223,1132,5.0,948941142,1
668,72380,1.0,1273304209,0
71,2501,3.5,1063749845,0
586,223,4.0,1397069095,1
331,4519,3.5,1138983755,0
310,920,3.5,1092861837,0
414,2707,5.0,1032191444,1
98,1347,4.0,955174747,1
166,1136,4.0,1439761978,1
88,585,3.5,1195682713,0
419,318,4.0,1447594738,1
224,1196,4.5,1420827450,1
600,434,1.0,1018672661,0
129,161,2.0,832594434,0
615,3102,4.0,955126642,1
668,1912,2.5,1062043004,0
409,1196,5.0,1292612338,1
65,442,3.0,835490670,0
235,4,4.0,953850350,1
179,4397,1.0,1086594203,0
666,2580,4.0,1021278899,1
650,3248,4.0,965504233,1
668,5004,2.0,1028258510,0
571,494,3.0,859156050,0
156,414,3.0,885584054,0
413,101088,4.0,1380522068,1
255,4992,2.5,1174416929,0
157,1954,3.0,916673439,0
592,858,5.0,1447968467,1
224,112183,5.0,1428042646,1
268,44665,2.5,1227220556,0
286,56174,3.0,1437596671,0
386,1198,3.0,1223298244,0
66,1442,3.0,961686631,0
399,1382,2.0,945150818,0
668,8876,1.5,1216665328,0
28,786,2.0,884098514,0
224,4438,4.5,1442810558,1
451,34437,4.5,1168987063,1
519,2463,4.5,1446449847,1
60,2502,4.5,1162940962,1
303,1654,3.0,976135733,0
50,951,4.0,905249920,1
128,1246,4.0,1311880660,1
106,122882,4.0,1440860946,1
309,49272,3.5,1293926082,0
164,1610,4.5,1440964013,1
555,366,5.0,875314798,1
334,539,4.0,845388731,1
348,80463,4.0,1311171120,1
402,590,3.0,1172442060,0
160,1200,5.0,902696180,1
575,3588,2.0,1189430753,0
335,68237,3.0,1303498187,0
87,1584,2.5,1173622034,0
474,4973,5.0,1323047116,1
428,5507,3.0,1105416824,0
113,1394,3.5,1209266339,0
62,4489,3.0,1267576996,0
668,1484,2.5,1092852957,0
255,7701,2.5,1174418719,0
160,1621,4.0,903571605,1
607,5309,1.0,1019952246,0
156,1359,4.0,892223034,1
130,1080,4.0,996627759,1
381,253,3.0,844074480,0
352,1997,5.0,1006557672,1
128,1,3.0,1262377920,0
213,2294,4.0,1129881852,1
107,2724,2.0,958173673,0
274,653,3.0,892802683,0
607,1653,4.0,974707152,1
146,474,5.0,944928177,1
253,6188,3.5,1353774434,0
160,1350,3.0,902696937,0
400,1204,4.0,1124485281,1
338,3871,4.0,969761631,1
244,915,4.0,953170852,1
220,3793,3.5,1111994562,0
275,6539,3.0,1136710731,0
387,110,3.5,1416699653,0
268,1907,3.0,1227218942,0
249,724,3.0,1311817358,0
299,64614,5.0,1290571805,1
245,529,5.0,834948621,1
192,527,5.0,1002132675,1
283,326,4.0,868264327,1
291,1127,3.0,967487214,0
60,7888,2.5,1162941499,0
560,2826,4.0,1067533940,1
614,1591,4.0,1415078921,1
232,58103,4.0,1277408594,1
575,79203,3.5,1279736897,0
303,377,3.0,976733450,0
668,49957,2.5,1185648145,0
561,1957,5.0,948001757,1
399,32,4.0,945150956,1
168,1393,5.0,1159410561,1
213,1394,3.0,1111501918,0
471,543,3.0,972783463,0
87,913,4.5,1173620129,1
169,63,1.0,857626452,0
63,63436,2.0,1299951807,0
558,1029,2.0,841574625,0
455,4995,3.5,1107194471,0
164,5669,2.0,1440963660,0
210,1748,5.0,1045510371,1
286,4725,4.5,1437596635,1
567,2416,2.0,1129535390,0
530,194,4.0,945044049,1
627,3265,5.0,1237932661,1
627,1573,4.5,1237934817,1
499,3812,5.0,1277424690,1
614,5418,5.0,1415080579,1
405,110,4.5,1296442941,1
310,27432,3.5,1154516559,0
63,6957,5.0,1299951598,1
347,68157,4.0,1274980892,1
71,5528,3.5,1063749687,0
575,3072,4.0,949754604,1
422,262,4.0,1071634526,1
218,2088,3.5,1255804941,0
411,296,5.0,833711421,1
224,165,4.0,1390026682,1
29,552,3.0,836820778,0
218,34143,2.0,1255811429,0
164,350,4.0,1440813847,1
255,3827,4.0,1174416574,1
566,4886,4.5,1381620810,1
35,663,5.0,860344540,1
157,110,4.0,916673328,1
668,55373,4.0,1361284790,1
235,16,3.0,953677830,0
376,296,5.0,942187194,1
365,2123,1.0,1062894493,0
597,3715,3.0,965154608,0
296,154,4.0,1085800292,1
668,5945,3.5,1056510254,0
250,223,4.5,1107161007,1
499,296,5.0,1278289433,1
144,1207,5.0,1242184947,1
460,1200,5.0,1130272121,1
179,590,1.5,1056713435,0
220,3418,3.0,1111995195,0
410,2060,2.5,1144958509,0
422,785,1.5,1063251925,0
164,97860,4.0,1440812438,1
2,260,4.0,859047004,1
180,44195,4.5,1180912805,1
362,64839,3.5,1270903245,0
575,4211,3.0,984416947,0
475,4816,4.0,1398274923,1
190,480,3.0,840451038,0
130,1374,2.0,941898174,0
62,55765,3.0,1267425995,0
327,5618,5.0,1167368592,1
22,2012,2.5,1111573437,0
224,95313,1.5,1428042528,0
575,26394,3.5,1182293039,0
501,4979,5.0,1042989962,1
157,1196,5.0,916672821,1
575,58,2.0,949702129,0
289,93840,3.0,1446724473,0
218,2787,5.0,1255817283,1
164,2805,3.0,1440962807,0
473,275,1.0,836973451,0
310,6417,2.5,1140790796,0
218,2696,4.0,1258134927,1
392,69844,4.5,1281452136,1
44,3499,1.0,1225239595,0
569,3421,4.0,1245982227,1
135,966,4.0,891655323,1
488,2315,1.0,910638903,0
179,3505,2.5,1082808932,0
485,2541,3.0,1028843682,0
109,2734,3.0,971092636,0
607,4008,3.0,975100366,0
32,1097,5.0,903794542,1
402,5093,2.0,1199569939,0
283,1196,3.0,868265497,0
38,64983,2.0,1407899809,0
224,1214,4.5,1390026913,1
74,48,1.5,1112224953,0
668,1132,4.0,1025850296,1
242,891,1.0,945675586,0
232,68237,4.0,1299111825,1
428,208,2.5,1105416841,0
109,1673,4.0,971087308,1
668,1482,2.0,1183778031,0
296,2991,3.0,1085800116,0
451,8633,4.0,1131750585,1
113,122886,5.0,1451517036,1
211,25999,3.0,1138403038,0
633,3527,4.0,1135045876,1
118,7153,4.0,1075155584,1
398,2019,5.0,939779217,1
396,1089,5.0,1449803294,1
113,91630,3.0,1341972159,0
607,3262,4.0,977942952,1
146,3088,4.0,944928323,1
81,596,3.0,976285625,0
228,5481,4.0,1141172455,1
668,5878,4.0,1086962661,1
668,79702,0.5,1305128219,0
589,54286,5.0,1420582653,1
668,98296,2.5,1362548778,0
174,53125,1.5,1276658897,0
128,60941,2.5,1262995888,0
109,3826,3.0,1028731496,0
285,3176,4.0,974036560,1
559,1193,5.0,1012186532,1
110,3785,3.0,992252170,0
164,3702,4.5,1440964627,1
438,8376,3.0,1224531721,0
499,72378,2.5,1278289238,0
255,1945,4.0,1174417834,1
409,3471,3.5,1292614651,0
32,1291,5.0,903752078,1
575,68324,2.5,1254849698,0
453,879,3.0,859303176,0
378,2762,5.0,957661464,1
567,1343,3.5,1129523066,0
597,1393,4.0,965788623,1
460,8614,4.0,1130308735,1
134,786,3.0,862764041,0
308,1961,4.0,1233208752,1
575,3481,4.0,973009580,1
204,2710,3.0,1159882404,0
60,8610,2.0,1162941658,0
334,329,3.0,845388588,0
179,838,3.0,1089371644,0
352,3967,3.0,1006559642,0
275,8695,4.0,1136711038,1
236,2105,3.0,1120082569,0
66,1393,3.0,961688512,0
413,4007,3.5,1379077751,0
109,3793,4.0,984403217,1
516,1036,3.0,1001472060,0
598,1214,4.0,1270497348,1
616,6,3.5,1259879790,0
458,89,3.0,953241563,0
458,1441,4.0,975731912,1
13,20,3.5,1215872228,0
261,910,3.5,1138113676,0
422,1214,3.5,1080775445,0
213,587,4.0,1129881167,1
488,2154,2.0,910638708,0
487,2616,0.5,1199648153,0
402,6888,2.0,1172481469,0
376,1965,4.0,942188475,1
469,1296,4.0,865437501,1
330,1086,5.0,1021830202,1
543,550,4.0,995889686,1
87,48516,4.5,1173621740,1
390,253,5.0,828804252,1
192,49910,4.5,1187303583,1
163,527,4.5,1208687318,1
578,1366,4.0,858656163,1
600,107,4.0,1018672685,1
668,88810,3.5,1341148780,0
387,1148,4.5,1334966115,1
309,3697,4.0,1293923438,1
575,1097,3.0,939925666,0
668,1094,3.5,1098131740,0
650,1031,5.0,965517314,1
668,41425,4.0,1156202541,1
175,3471,5.0,974835655,1
590,42725,4.0,1243812897,1
239,592,3.0,841755737,0
585,296,5.0,847807817,1
607,5021,4.0,1009944862,1
597,3394,3.0,965119195,0
30,1387,4.0,1292690314,1
176,919,3.0,965402850,0
572,765,3.0,855516782,0
451,2723,3.5,1131346499,0
179,6566,2.5,1077162057,0
180,588,3.0,1180846199,0
451,5669,4.0,1130471634,1
109,5445,5.0,1050418522,1
359,2318,5.0,1401325290,1
458,2011,2.0,975731612,0
113,2762,3.5,1209263584,0
607,2232,2.0,974716002,0
349,349,3.0,834660888,0
578,1318,3.0,858656445,0
213,8636,4.5,1112606966,1
192,2881,4.5,1059406053,1
177,5283,2.0,1074053384,0
224,1274,4.0,1359000082,1
575,26838,3.5,1174485309,0
259,3823,4.5,1079617170,1
94,7022,3.5,1169272461,0
24,1587,4.0,963472893,1
591,44199,4.5,1281883800,1
567,4489,4.0,1129527773,1
668,92214,2.0,1325860426,0
475,1377,3.5,1305329403,0
668,8617,2.0,1089403893,0
558,288,3.0,841216065,0
481,2797,3.0,938872194,0
88,1377,4.0,1182209438,1
118,5438,3.0,1045003195,0
220,1092,3.5,1111995444,0
575,1273,3.0,949754604,0
255,1,4.0,1174414865,1
244,586,3.0,953170157,0
647,102033,4.0,1451786650,1
413,85179,4.0,1305335288,1
575,26587,4.0,1260802182,1
63,52281,3.5,1299620861,0
530,4765,4.5,1105156111,1
283,480,3.0,868266103,0
403,3727,4.0,1225993069,1
575,2177,3.0,983302350,0
123,8641,2.0,1155480950,0
354,4448,4.0,1028160124,1
172,1721,5.0,1298264380,1
403,71379,2.5,1290723294,0
607,2355,3.0,977938102,0
357,2605,2.0,951239438,0
128,3704,2.5,1419197267,0
255,2555,2.5,1174418896,0
501,1729,5.0,1042990821,1
300,2794,3.0,942969476,0
668,1277,3.0,1091976986,0
615,1129,4.0,955126863,1
668,4186,3.0,1025854921,0
24,942,5.0,963467549,1
354,104,1.0,1017842940,0
104,111,3.0,836834599,0
105,474,3.0,857736478,0
451,3897,4.0,1130472780,1
177,2329,4.0,1074042762,1
232,39398,3.5,1289860159,0
599,83134,4.5,1424811346,1
32,2051,4.0,903226239,1
104,454,4.0,836834527,1
255,489,2.0,1174416813,0
347,2763,4.0,1274978663,1
232,1215,2.5,1277404132,0
359,778,5.0,1401325724,1
402,79185,2.5,1287848855,0
405,4306,4.0,1296705412,1
461,3701,3.5,1193065601,0
21,6807,4.0,1428014145,1
422,6867,3.5,1071611871,0
475,969,4.0,1404660474,1
180,8528,3.5,1180913193,0
505,509,3.0,965681938,0
179,2144,2.0,1056711367,0
611,3424,3.0,1368127676,0
409,45499,2.0,1292705657,0
80,56782,4.0,1253152437,1
451,1033,3.0,1130813945,0
128,54648,3.0,1269563551,0
224,1394,3.5,1390027360,0
458,1092,4.0,953242046,1
557,322,3.5,1284928408,0
381,588,1.0,844074329,0
575,7324,2.5,1078752971,0
310,2412,2.0,1092251368,0
575,58154,2.5,1215464040,0
118,2011,3.0,1045088433,0
607,1036,4.0,974785053,1
422,3253,4.0,1063252528,1
512,2616,0.5,1254430040,0
341,1674,4.0,956685558,1
399,2890,3.0,945155271,0
563,5989,4.0,1112206167,1
151,608,4.0,864684296,1
254,296,4.0,1354258666,1
104,198,3.0,836836017,0
458,41285,3.5,1139080136,0
607,5225,5.0,1021410355,1
310,54999,3.0,1200243879,0
213,500,2.0,1111501641,0
458,2671,3.0,1083574433,0
160,86,4.0,901155199,1
575,1270,4.0,939916348,1
328,1641,3.0,1256102495,0
177,2141,2.5,1074045998,0
451,3950,4.5,1131361137,1
203,499,5.0,955136265,1
228,6,3.5,1124124680,0
458,39414,3.5,1135445982,0
310,2352,3.5,1091956373,0
668,7840,3.0,1084507676,0
189,4380,3.5,1170025385,0
475,2088,2.0,1408187744,0
460,5602,5.0,1130301704,1
382,5418,5.0,1322871666,1
622,57528,4.0,1449578406,1
381,165,4.0,844074329,1
57,79592,4.0,1305497852,1
460,6996,3.0,1130308513,0
62,92,3.5,1267564828,0
63,1687,4.0,1299620989,1
402,51412,1.5,1193997052,0
567,1639,0.5,1129522632,0
224,65261,4.5,1390094345,1
108,349,5.0,944963619,1
602,1214,4.5,1105451195,1
494,1777,3.5,1328296304,0
309,27728,3.0,1293926719,0
607,2124,4.0,977937695,1
18,5956,2.5,1108296996,0
62,2841,3.0,1269755404,0
289,51255,4.5,1446724170,1
308,6323,3.0,1233351531,0
62,356,4.0,1267576668,1
192,2080,4.0,1059403065,1
375,1962,4.0,1046188861,1
409,1100,0.5,1292607951,0
140,356,5.0,847402763,1
230,54286,4.0,1192688841,1
458,3145,3.0,975780532,0
402,3703,3.5,1172440019,0
242,1265,4.0,944902296,1
130,1371,4.0,941904491,1
141,58376,5.0,1267833678,1
309,4343,3.0,1293928734,0
310,2706,2.5,1092861130,0
419,3578,5.0,1447585018,1
428,89,4.0,1105416465,1
426,1301,4.0,973997536,1
668,5883,3.5,1061228515,0
376,508,3.0,942187265,0
130,2000,2.0,941883153,0
665,48997,5.0,1231675293,1
164,204,3.5,1440813957,0
623,21,3.0,848866993,0
63,56587,2.5,1299774085,0
38,118696,3.0,1420625861,0
189,39183,4.5,1170025279,1
583,2641,4.0,978506572,1
493,344,2.0,1218329745,0
601,1945,5.0,938948118,1
177,2997,2.0,1074044412,0
88,2408,3.0,1090261448,0
66,1923,4.0,961685634,1
310,36401,2.5,1148658170,0
537,91529,4.5,1356396177,1
627,50872,4.5,1237934657,1
123,3255,4.0,1075393716,1
475,103810,3.0,1379675896,0
668,38061,2.5,1155448804,0
136,2717,2.0,1250943290,0
641,2012,2.5,1349905139,0
410,4705,2.0,1146516258,0
564,1917,3.0,957925153,0
501,2085,3.0,1042991189,0
201,153,3.0,1027374635,0
244,543,2.0,953170097,0
198,2248,5.0,958687103,1
232,5379,3.5,1289860118,0
583,296,4.0,978425931,1
555,1265,5.0,875312489,1
232,53318,4.5,1289629654,1
667,7153,4.0,1083274152,1
371,337,4.0,841274863,1
199,2985,5.0,975878025,1
194,8836,3.0,1364054549,0
63,2268,4.5,1299619294,1
118,3527,4.0,1045088348,1
241,104879,3.5,1446670715,0
174,5254,2.0,1276655865,0
402,595,3.5,1172355936,0
549,1275,4.0,1216529974,1
235,1603,3.0,953677051,0
665,52712,3.0,1231679007,0
164,79293,4.0,1440812025,1
560,3301,4.0,1067536447,1
600,3359,4.0,1014435841,1
6,5989,5.0,1348693810,1
549,2076,3.5,1219552862,0
176,3178,4.0,965402752,1
255,3263,3.5,1174416610,0
366,4979,4.0,1084996817,1
387,3448,3.5,1378064044,0
607,2336,5.0,974706088,1
107,1704,5.0,958160564,1
627,1296,4.5,1237990654,1
377,42004,4.5,1201899657,1
460,750,4.0,1130277784,1
352,592,3.0,1006560917,0
415,8914,5.0,1347339345,1
352,4406,4.5,1076253875,1
601,2938,4.0,938946532,1
224,88744,3.5,1420794500,0
614,2672,4.0,1415079040,1
164,1792,4.0,1440814509,1
463,589,4.5,1274471830,1
656,552,3.0,838777917,0
330,2130,5.0,1021830555,1
268,60069,2.5,1227219804,0
575,57910,3.5,1215443225,0
659,1285,3.5,1394688867,0
622,122892,4.0,1447457869,1
71,3994,4.5,1063749642,1
383,1573,2.5,1214210651,0
611,4262,1.5,1368127538,0
118,4499,4.0,1045920218,1
668,89028,3.5,1363761299,0
426,3052,2.0,973998052,0
238,4333,3.5,1082153000,0
668,63062,2.5,1234416705,0
160,1968,4.0,903488752,1
501,1033,3.0,1042992181,0
21,63992,2.5,1428012943,0
575,2082,3.0,949703511,0
362,296,4.0,1270902171,1
198,3358,3.0,958690127,0
552,780,5.0,850495445,1
220,3752,3.0,1111996544,0
425,1289,4.0,1077498680,1
164,7381,4.0,1440814296,1
343,55553,1.0,1196304246,0
576,95875,2.0,1449099787,0
668,26366,3.5,1227064848,0
21,1281,4.0,1428094873,1
232,72226,4.0,1277405570,1
451,3535,5.0,1250161715,1
668,59126,2.0,1284979122,0
218,353,4.0,1258390333,1
422,1982,3.0,1063336864,0
110,6296,4.5,1077955340,1
201,4701,5.0,1027309994,1
528,66097,3.5,1252649662,0
403,6888,2.0,1225993802,0
451,339,2.0,1130498005,0
668,1591,1.0,1025859589,0
461,968,4.5,1179880775,1
668,2355,3.0,1025885287,0
260,282,3.0,847822810,0
235,1690,4.0,953677078,1
118,2412,3.0,1045006545,0
110,408,5.0,992252886,1
232,68135,2.0,1280862364,0
232,27904,5.0,1277374287,1
88,153,3.0,1100184860,0
625,1321,4.0,1085175904,1
393,1003,5.0,861113768,1
386,6350,4.0,1223152493,1
192,3536,3.5,1077119442,0
300,1240,4.0,942965097,1
567,2382,0.5,1129536011,0
580,2791,5.0,1209464199,1
458,8025,4.0,1085825208,1
410,33646,3.0,1133392779,0
362,2329,4.0,1270903198,1
319,69844,4.5,1422620096,1
668,2291,2.0,1025854767,0
62,6957,3.0,1267426676,0
27,1136,4.0,946234011,1
128,31685,3.5,1262378292,0
420,912,4.0,956587812,1
130,3300,1.0,957807426,0
328,7932,0.5,1240732113,0
576,69436,3.0,1449450133,0
60,1036,3.0,1162941682,0
462,849,1.0,862800785,0
17,7153,5.0,1359557402,1
668,7578,4.0,1117595358,1
668,4427,4.0,1025850154,1
224,70336,2.5,1428130852,0
188,1047,4.0,879097238,1
31,349,4.0,832397428,1
574,6016,4.5,1257553943,1
603,1270,3.0,862155763,0
77,1580,4.5,1085080508,1
568,1680,3.0,1142790730,0
219,3864,2.0,1011718777,0
627,1252,4.0,1237930662,1
19,91077,4.0,1442283167,1
102,223,4.0,975430136,1
403,6016,4.0,1222301977,1
200,3173,3.0,1271877260,0
109,1056,3.0,939972497,0
668,5550,3.0,1328027812,0
139,8576,3.0,1095887845,0
89,736,3.0,1328925242,0
224,119145,3.0,1444770676,0
216,2502,3.0,1025570784,0
88,4128,4.5,1054233456,1
7,260,5.0,1322062772,1
413,2985,4.0,1380020730,1
622,91485,4.0,1447455364,1
668,85788,3.5,1311032957,0
210,2702,4.0,1041826433,1
194,54967,2.5,1364052330,0
262,608,5.0,1183002043,1
574,5464,4.0,1342411433,1
603,412,1.0,857569070,0
627,6783,4.0,1237930880,1
224,81834,3.5,1420794900,0
255,25755,3.5,1174415391,0
450,364,3.0,835226461,0
110,2716,3.0,1077955540,0
525,2959,5.0,946570299,1
626,519,1.5,1258662060,0
62,45431,2.0,1267577594,0
123,608,4.5,1155479995,1
168,27020,3.5,1159295408,0
480,2395,5.0,1136516803,1
174,1904,4.5,1276657184,1
238,1246,3.5,1082152052,0
123,5,3.5,1155480292,0
548,1446,4.0,953597437,1
354,3994,4.0,1017785912,1
128,5110,3.5,1262995817,0
578,612,3.0,858655798,0
4,1296,4.0,950323208,1
130,2421,1.0,941900258,0
668,2840,1.0,1025858831,0
128,1033,4.0,1262954874,1
607,3716,1.0,974787829,0
668,2335,1.0,1025893876,0
418,7084,3.5,1100030982,0
309,6502,3.5,1293925432,0
89,1320,4.0,1328923043,1
575,6299,3.5,1070900407,0
54,1682,4.5,1146936563,1
166,134853,4.0,1447394918,1
413,71838,3.0,1309259225,0
668,6552,4.0,1084916401,1
590,27478,3.0,1243371151,0
373,4993,4.0,1449332270,1
425,750,3.5,1077442367,0
118,6377,3.5,1075155835,0
32,1233,4.0,906858251,1
402,1148,4.0,1178047137,1
627,6773,4.5,1237936699,1
456,172,3.0,841936190,0
